7.3435	-5.62207
-1.93361	-1.94456
-0.684995	-5.9369
-1.16609	-7.91697
1.4635	-10.2292
0.980668	-11.6633
-0.551489	-9.91803
3.48725	-3.45839
-20.8937	-10.4862
-10.8476	-13.8521
4.1772	-1.20765
-10.4412	-13.2865
-11.1211	-9.75744
-10.6073	-5.52545
-5.33337	-9.1957
7.77649	-13.6817
8.05628	-12.1886
5.44245	-12.7078
5.05892	-8.6227
-1.73736	-9.4703
-0.720347	-8.52939
-2.40659	-4.33388
-5.67135	-3.53365
0.179568	-5.37496
11.608	-4.8216
11.8996	-4.15769
8.81575	-7.43165
12.3288	-8.41596
11.2908	-6.44045
11.2073	-10.249
10.8055	-10.4423
-6.16861	-8.46856
-14.3528	-9.79035
-12.8637	-13.4256
-9.50313	-15.0591
-6.68373	-12.2752
-4.77147	-8.46327
2.80658	-0.161892
-4.44272	-6.34362
-10.819	-3.68998
-13.7116	-5.56984
-8.93466	-12.7241
2.23465	7.17869
-5.09966	-3.51691
-11.0291	-4.44029
1.14201	-2.82142
-4.34224	-13.4745
-2.34051	-16.3119
-3.08455	-12.0724
-3.5333	-0.241896
-8.78857	6.65112
3.47751	-4.29914
0.580849	-4.79895
-0.460027	1.01476
-3.85682	-9.5364
-0.906945	-13.0986
-3.14787	-6.13863
-6.01548	-12.1551
-0.634115	-11.0065
-6.8312	-5.63674
-13.5053	-13.1839
-5.47158	-21.1109
5.18615	-18.2233
4.2272	-27.0608
4.33319	-28.1273
3.02965	-28.8206
1.9074	-31.0087
1.89619	-32.5707
3.77629	-32.5978
4.72061	-32.0433
5.90407	-26.7203
3.85557	-14.0022
1.50954	-5.77829
-1.86425	-6.27802
-4.10526	-13.2866
-8.22754	-15.1731
-8.4456	-14.0319
-9.97377	-11.5708
-4.2134	-14.3868
-0.595699	-3.43399
2.38323	-8.95613
2.53086	-3.52448
-4.22557	-8.73921
-0.131949	-6.18615
0.637411	-7.11108
-7.00257	-12.9642
-11.8066	-8.34007
-9.02859	-2.06212
-7.10648	-16.6332
-1.18442	5.12736
11.1813	-0.646544
-2.18454	-16.2578
-0.0692611	-19.238
1.06429	-20.5733
5.62358	-11.8343
7.22586	-14.0561
6.24043	-12.6001
5.4744	-10.7022
4.09197	-9.33902
-14.6656	-4.30631
-19.3423	-0.668898
-17.4432	1.042
-17.8115	3.38732
-19.6838	2.84544
-17.7023	-3.65049
-9.12733	-12.7702
-3.64311	-13.0954
4.03782	-13.8223
3.18998	-12.3955
5.24293	-10.3427
3.729	-3.67027
7.61231	-7.56898
7.11678	-11.0137
0.621316	-16.4159
-8.89207	-10.7494
-12.3709	-11.7588
-10.9091	-11.2969
-13.9369	-11.281
-12.919	-14.8687
-17.1007	-13.5149
-13.3398	-16.8673
-6.04769	-20.3232
-11.3181	-17.4507
-16.3312	-23.1748
-14.5666	-17.5548
-8.08084	-20.42
-1.79445	3.97599
-3.61656	-1.01205
-2.28695	5.93668
0.70192	-11.8691
-3.71479	-12.8365
-10.4329	-13.9242
-14.7005	-13.9817
-16.8448	-11.3788
-18.768	-16.1497
-14.0922	-21.2178
-0.7904	-8.02052
3.02237	-8.09994
12.0468	-0.858714
2.95641	-10.1075
-2.24718	-18.6346
-4.29493	-11.5898
1.62599	-7.37073
-0.73737	-4.4819
3.76692	-6.56216
1.49892	2.31032
-3.62319	-3.74222
2.6238	6.4029
4.11261	-0.606562
0.404492	-1.58301
-3.09084	2.63857
7.86144	-1.75088
4.54241	-2.06539
4.31912	-1.29804
9.77944	-1.74232
8.83671	-6.22289
3.51346	-8.26392
-1.23001	-6.74268
2.23639	-11.8211
2.28016	-14.8501
-0.27626	-15.528
1.41456	-22.6161
1.15085	-20.7419
-1.97725	-22.3028
-5.07567	-18.9834
-7.1146	-15.2473
-8.0748	-13.473
-5.41233	-15.0624
-1.15752	-11.2313
-14.9419	-18.0881
-11.7764	-21.927
-8.06793	-14.5104
-4.62517	-23.048
-0.201137	-12.5025
-4.90666	-8.31529
-7.40653	-8.54819
-10.9771	-6.99222
-13.3366	-5.96353
-14.7294	-2.89457
-10.1893	-3.45633
3.43992	-2.79547
6.47334	-5.31764
2.0533	-4.84259
1.75111	-6.17889
3.27084	-3.59422
2.50575	-7.029
-1.06072	-12.4927
-13.6454	-17.1614
-15.8533	-12.7577
-18.088	-10.5624
-20.4689	-9.94826
-18.8871	-10.6061
-14.8687	-14.3797
-8.58147	-19.478
-5.72539	-21.7136
-2.88445	-22.7076
-1.06883	-21.2709
1.53118	-19.7884
3.49189	-18.6852
10.8677	-18.7759
12.5625	-16.75
10.0554	-11.6692
5.19296	-5.53074
1.04786	5.07147
-2.10901	0.217675
-0.349356	-0.846746
4.29658	-2.97714
3.50292	-9.76593
5.74193	-18.7656
4.65476	-23.9171
0.946968	-16.7098
8.44248	-14.3683
8.93282	-17.5814
9.48888	-17.3152
10.4072	-18.8804
9.87105	-17.4427
8.17633	-13.4602
-6.57945	-17.8234
-9.19796	-10.695
-13.151	-12.1505
-7.24642	-14.9912
-7.21152	-16.9144
-0.446751	-20.3625
1.49592	-20.2528
3.90013	-17.1133
-0.710803	-12.6449
2.8988	-14.3055
2.38687	-10.1355
12.1088	-14.6415
-3.8339	-7.12871
2.18781	-2.75253
-1.84285	3.23354
1.04251	2.1344
-6.17712	2.99619
-8.82841	-5.84161
-4.30194	-1.32636
-11.3709	1.68254
-3.21284	-5.29004
